example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc
CHEBI:17548|CHEBI:31498||MONDO:0007186,"['CHEBI:17548', 'CHEBI:31498']",MONDO:0007186,1,indications,"['Alginic acid', 'Dimethicone']",Heartburn,mechanistically_synergistic,0.9,False,Alginic acid (alginate) forms a floating barrier/raft to prevent reflux while dimethicone acts as an anti-foaming agent reducing surface tension and aiding raft formation; complementary mechanisms that jointly relieve heartburn.,gpt-5-mini,v1,2026-02-21T21:28:35+00:00
CHEBI:16914|CHEBI:64213|UNII:2S713A4VP3||MONDO:0001795,"['CHEBI:16914', 'CHEBI:64213', 'UNII:2S713A4VP3']",MONDO:0001795,1,indications,"['Salicylic acid', 'Podophyllin', 'Cantharidin']",plantar wart,mechanistically_synergistic,0.9,False,"All three are topical agents used to remove HPV-infected tissue by complementary mechanisms (salicylic acid = keratolytic, podophyllin = cytotoxic/anti-mitotic, cantharidin = vesicant/blistering) to treat plantar warts.",gpt-5-mini,v1,2026-02-21T21:21:18+00:00
DRUGBANK:DB13913|UNII:1K713C615K||MONDO:0007186,"['DRUGBANK:DB13913', 'UNII:1K713C615K']",MONDO:0007186,1,indications,"['Belladonna', 'aluminium glycinate']",Heartburn,mechanistically_synergistic,0.7,True,Belladonna (anticholinergic) can reduce GI spasms and secretions while aluminium salt functions as an antacid to neutralize gastric acid; together they act on complementary mechanisms relevant to heartburn symptoms.,gpt-5-mini,v1,2026-02-21T21:28:39+00:00
CHEBI:31498|CHEBI:33130|UNII:FML8G1U0Y3||MONDO:0007186,"['CHEBI:31498', 'CHEBI:33130', 'UNII:FML8G1U0Y3']",MONDO:0007186,1,indications,"['Magnesium trisilicate', 'algeldrate', 'Dimethicone']",Heartburn,side_effect_relief,0.9,False,Magnesium trisilicate and algeldrate are antacids for heartburn; dimethicone is an anti-foaming agent added to reduce gas/bloating and other GI side effects of antacid therapy rather than provide separate mechanistic synergy.,gpt-5-mini,v1,2026-02-21T21:28:36+00:00
CHEBI:47381|CHEBI:94557||NCIT:C34887,"['CHEBI:47381', 'CHEBI:94557']",NCIT:C34887,1,indications,"['Thiocolchicoside', 'Diclofenac']",Post-Operative Pain,mechanistically_synergistic,0.9,False,Diclofenac is an NSAID providing analgesia/anti-inflammatory effects; thiocolchicoside is a muscle relaxant/antispasmodic reducing muscle-related pain—complementary mechanisms addressing post-operative pain.,gpt-5-mini,v1,2026-02-21T21:28:37+00:00
CHEBI:16709|CHEBI:18405||MONDO:0004574,"['CHEBI:16709', 'CHEBI:18405']",MONDO:0004574,1,indications,"['Pyridoxal phosphate', 'Pyridoxine']",pyridoxine deficiency anemia,mechanistically_synergistic,0.9,False,"Pyridoxine and pyridoxal phosphate are forms of vitamin B6; pyridoxine is converted to the active cofactor PLP which directly restores B6-dependent heme synthesis, so both act on the same disease mechanism (vitamin B6 deficiency).",gpt-5-mini,v1,2026-02-21T21:19:59+00:00
CHEBI:4909|CHEBI:94557||NCIT:C34887,"['CHEBI:4909', 'CHEBI:94557']",NCIT:C34887,1,indications,"['Thiocolchicoside', 'Etodolac']",Post-Operative Pain,mechanistically_synergistic,0.82,False,Etodolac is an NSAID providing anti-inflammatory analgesia; thiocolchicoside is a muscle relaxant reducing post-op muscle spasm–related pain. They act on complementary pathways to relieve postoperative pain.,gpt-5-mini,v1,2026-02-21T21:28:38+00:00
CHEBI:31498|CHEBI:81916|CHEBI:95304||HP:0033589,"['CHEBI:31498', 'CHEBI:81916', 'CHEBI:95304']",HP:0033589,1,indications,"['Bromopride', 'Dimethicone', 'Pancrelipase']",Flatulence,mechanistically_synergistic,0.9,False,"Drugs act via complementary mechanisms to treat flatulence: dimethicone (anti-foaming reduces gas bubbles), pancrelipase (improves digestion to reduce gas production from malabsorption), and bromopride (prokinetic increases GI motility to aid gas transit).",gpt-5-mini,v1,2026-02-21T21:28:37+00:00
CHEBI:135700|CHEBI:6923||UMLS:C1322253,"['CHEBI:135700', 'CHEBI:6923']",UMLS:C1322253,1,indications,"['Fluprednidene acetate', 'Miconazole']",Infected eczema,mechanistically_synergistic,0.9,False,Topical corticosteroid (fluprednidene acetate) reduces inflammation/immune response in eczema while miconazole treats the fungal infection; together they address inflammation and underlying infection in infected eczema.,gpt-5-mini,v1,2026-02-21T21:28:37+00:00
CHEBI:34674|UNII:B1QE5P712K||MONDO:0006733,"['CHEBI:34674', 'UNII:B1QE5P712K']",MONDO:0006733,1,indications,"['hypromellose 2208 (100 MPA.S)', 'dextran sulfate']",dry eye syndrome,mechanistically_synergistic,0.9,False,Both hypromellose and dextran sulfate are viscosity-enhancing/lubricating agents used in artificial tear formulations to improve tear film stability and ocular surface lubrication for dry eye; they act together on the same therapeutic mechanism.,gpt-5-mini,v1,2026-02-21T21:28:37+00:00
CHEBI:28876|CHEBI:74947|CHEBI:8382||MONDO:0009693,"['CHEBI:28876', 'CHEBI:74947', 'CHEBI:8382']",MONDO:0009693,1,indications,"['Thalidomide', 'Prednisone', 'Melphalan']",plasma cell myeloma,mechanistically_synergistic,0.93,False,"Thalidomide (immunomodulatory/anti-angiogenic), melphalan (alkylating cytotoxic), and prednisone (corticosteroid) have complementary mechanisms and are used together (MPT regimen) to treat multiple myeloma, indicating mechanistic synergy.",gpt-5-mini,v1,2026-02-21T21:28:37+00:00
CHEBI:17246|CHEBI:53248||MONDO:0006733,"['CHEBI:17246', 'CHEBI:53248']",MONDO:0006733,1,indications,"['Povidone', 'hydroxyethylene']",dry eye syndrome,mechanistically_synergistic,0.9,False,"Povidone and hydroxyethylene are polymeric lubricants/viscosity agents used in artificial tears that both act to stabilize/replace the tear film and lubricate the ocular surface, jointly addressing dry eye pathophysiology.",gpt-5-mini,v1,2026-02-21T21:28:38+00:00
CHEBI:17439|CHEBI:27470||MONDO:0020696,"['CHEBI:17439', 'CHEBI:27470']",MONDO:0020696,1,indications,"['Cyanocobalamin', 'Folic acid']",vitamin B12 deficiency,mechanistically_synergistic,0.85,False,Cyanocobalamin (B12) and folic acid act in the same one-carbon/DNA synthesis pathways and together can correct megaloblastic anemia and support hematopoiesis in B12-related deficiency.,gpt-5-mini,v1,2026-02-21T21:28:40+00:00
CHEBI:30769|CHEBI:85537||HP:0012735,"['CHEBI:30769', 'CHEBI:85537']",HP:0012735,1,indications,"['Sulfogaiacol', 'Citric acid']",Cough,mechanistically_synergistic,0.6,True,Sulfogaiacol is a guaiacol derivative expectorant used to relieve cough; citric acid is commonly used in cough formulations to acidify/aid mucosal secretions and formulation performance — both appear to act to relieve cough and could be complementary.,gpt-5-mini,v1,2026-02-21T21:28:39+00:00
CHEBI:4470|CHEBI:85537||HP:0012735,"['CHEBI:4470', 'CHEBI:85537']",HP:0012735,1,indications,"['Sulfogaiacol', 'Dextromethorphan']",Cough,mechanistically_synergistic,0.85,False,Sulfogaiacol is a mucolytic/expectorant reducing mucus viscosity while dextromethorphan is a central antitussive; they act on complementary mechanisms to relieve cough.,gpt-5-mini,v1,2026-02-21T21:28:39+00:00
CHEBI:4636|CHEBI:5551|CHEBI:85537|CHEBI:94484||HP:0012735,"['CHEBI:4636', 'CHEBI:5551', 'CHEBI:85537', 'CHEBI:94484']",HP:0012735,1,indications,"['Pentoxyverine', 'Guaifenesin', 'Diphenhydramine', 'Sulfogaiacol']",Cough,mechanistically_synergistic,0.85,False,"Combination includes antitussives (pentoxyverine, diphenhydramine) plus expectorant/mucolytic agents (guaifenesin, sulfogaiacol) that act on complementary mechanisms to reduce cough and clear secretions.",gpt-5-mini,v1,2026-02-21T21:28:38+00:00
CHEBI:32219|CHEBI:4470|CHEBI:8093||HP:0012735,"['CHEBI:32219', 'CHEBI:4470', 'CHEBI:8093']",HP:0012735,1,indications,"['Thonzylamine hydrochloride', 'Phenylephrine', 'Dextromethorphan']",Cough,mechanistically_synergistic,0.9,False,"Dextromethorphan is an antitussive, phenylephrine is a nasal decongestant, and thonzylamine is an antihistamine/anticholinergic; they act on complementary pathways to relieve cough and associated upper airway symptoms.",gpt-5-mini,v1,2026-02-21T21:28:38+00:00
CHEBI:4470|CHEBI:8093||HP:0012735,"['CHEBI:4470', 'CHEBI:8093']",HP:0012735,1,indications,"['Phenylephrine', 'Dextromethorphan']",Cough,mechanistically_synergistic,0.9,False,Dextromethorphan is an antitussive suppressing the cough reflex; phenylephrine is a vasoconstrictor/decongestant that reduces nasal congestion/postnasal drip which can provoke cough—combined to address complementary pathways causing cough.,gpt-5-mini,v1,2026-02-21T21:28:38+00:00
CHEBI:15407|CHEBI:4470|CHEBI:8461||HP:0012735,"['CHEBI:15407', 'CHEBI:4470', 'CHEBI:8461']",HP:0012735,1,indications,"['Ephedrine', 'Promethazine', 'Dextromethorphan']",Cough,mechanistically_synergistic,0.9,False,"Drugs address complementary mechanisms for cough: dextromethorphan is an antitussive (cough reflex suppression), ephedrine is a sympathomimetic decongestant/bronchodilator, and promethazine reduces histamine-mediated postnasal drip and has sedative/antitussive effects, producing synergistic symptomatic relief.",gpt-5-mini,v1,2026-02-21T21:28:38+00:00
CHEBI:4470|CHEBI:5551||HP:0012735,"['CHEBI:4470', 'CHEBI:5551']",HP:0012735,1,indications,"['Guaifenesin', 'Dextromethorphan']",Cough,mechanistically_synergistic,0.9,False,Dextromethorphan is a central antitussive and guaifenesin is an expectorant that thins/clears mucus; they act via complementary mechanisms to reduce cough symptoms.,gpt-5-mini,v1,2026-02-21T21:21:21+00:00
CHEBI:6538|CHEBI:73237|CHEBI:9449||HP:0012735,"['CHEBI:6538', 'CHEBI:73237', 'CHEBI:9449']",HP:0012735,1,indications,"['Terbutaline', 'Loratadine', 'Noscapine']",Cough,mechanistically_synergistic,0.86,False,"Terbutaline (bronchodilator), Loratadine (antihistamine reducing allergic/postnasal triggers) and Noscapine (antitussive) act on complementary mechanisms to reduce cough symptomatology.",gpt-5-mini,v1,2026-02-21T21:28:38+00:00
CHEBI:15407|CHEBI:16714|CHEBI:30769|CHEBI:94557||HP:0012735,"['CHEBI:15407', 'CHEBI:16714', 'CHEBI:30769', 'CHEBI:94557']",HP:0012735,1,indications,"['Codeine', 'Ephedrine', 'Citric acid', 'Thiocolchicoside']",Cough,mechanistically_synergistic,0.65,True,Codeine is a central antitussive while ephedrine provides decongestant/bronchodilator effects; citric acid can aid expectoration; thiocolchicoside is a muscle relaxant with unclear relevance—overall the drugs act via complementary mechanisms to relieve cough.,gpt-5-mini,v1,2026-02-21T21:28:41+00:00
CHEBI:17833|CHEBI:3077||MONDO:0002137,"['CHEBI:17833', 'CHEBI:3077']",MONDO:0002137,1,indications,"['Gentamicin', 'Betamethasone']",noninfectious dermatoses of eyelid,common_comorbidity,0.85,False,Betamethasone is an anti-inflammatory for noninfectious eyelid dermatoses; gentamicin is an antibiotic used to treat or prevent concurrent bacterial infection rather than acting on the primary noninfectious disease mechanism.,gpt-5-mini,v1,2026-02-21T21:28:41+00:00
CHEBI:3312|UNII:04XPW8C0FL|UNII:SCK81AMR7R|UNII:SCK81AMR7R|UNII:U50VWW6XH6||MONDO:0002243,"['CHEBI:3312', 'UNII:04XPW8C0FL', 'UNII:SCK81AMR7R', 'UNII:SCK81AMR7R', 'UNII:U50VWW6XH6']",MONDO:0002243,1,indications,"['rhThrombin', 'Simoctocog alfa', 'rhThrombin', 'Aprotinin', 'Calcium chloride']",hemorrhagic disease,mechanistically_synergistic,0.92,False,"Agents act on complementary hemostatic mechanisms: rhThrombin promotes fibrin formation, Simoctocog alfa replaces deficient factor VIII, aprotinin reduces fibrinolysis, and calcium is a coagulation cofactor — together enhancing clotting to treat hemorrhagic disease.",gpt-5-mini,v1,2026-02-21T21:28:40+00:00
CHEBI:16914|CHEBI:31663||MONDO:0002137,"['CHEBI:16914', 'CHEBI:31663']",MONDO:0002137,1,indications,"['Halcinonide', 'Salicylic acid']",noninfectious dermatoses of eyelid,mechanistically_synergistic,0.78,True,Halcinonide is a topical corticosteroid (anti-inflammatory); salicylic acid is a keratolytic that removes scale and can enhance topical steroid penetration—complementary mechanisms for treating hyperkeratotic/noninfectious eyelid dermatoses.,gpt-5-mini,v1,2026-02-21T21:28:44+00:00
CHEBI:188719|CHEBI:40237||MONDO:0005148,"['CHEBI:188719', 'CHEBI:40237']",MONDO:0005148,1,indications,"['Ertugliflozin', 'Sitagliptin']",type 2 diabetes mellitus,mechanistically_synergistic,0.92,False,Sitagliptin (DPP-4 inhibitor) and ertugliflozin (SGLT2 inhibitor) act on complementary mechanisms (incretin enhancement and renal glucose excretion) to provide additive glycemic control in type 2 diabetes.,gpt-5-mini,v1,2026-02-21T21:22:28+00:00
CHEBI:6801|CHEBI:68610|CHEBI:82720||MONDO:0005148,"['CHEBI:6801', 'CHEBI:68610', 'CHEBI:82720']",MONDO:0005148,1,indications,"['Empagliflozin', 'Linagliptin', 'Metformin']",type 2 diabetes mellitus,mechanistically_synergistic,0.95,False,"Metformin, linagliptin (DPP-4 inhibitor) and empagliflozin (SGLT2 inhibitor) have complementary glucose-lowering mechanisms addressing hepatic glucose production/insulin sensitivity, incretin-mediated insulin secretion, and renal glucose excretion for type 2 diabetes.",gpt-5-mini,v1,2026-02-21T21:19:59+00:00
CHEBI:6801|CHEBI:71272||MONDO:0005148,"['CHEBI:6801', 'CHEBI:71272']",MONDO:0005148,1,indications,"['Metformin', 'Saxagliptin']",type 2 diabetes mellitus,mechanistically_synergistic,0.95,False,Metformin (improves insulin sensitivity and reduces hepatic glucose production) combined with saxagliptin (DPP-4 inhibitor increases incretin-mediated insulin secretion) target complementary glucose-lowering pathways in type 2 diabetes.,gpt-5-mini,v1,2026-02-21T21:24:35+00:00
CHEBI:3001|CHEBI:7507||UMLS:C0263443,"['CHEBI:3001', 'CHEBI:7507']",UMLS:C0263443,1,indications,"['Framycetin', 'beclomethasone']",Pustular acne,mechanistically_synergistic,0.85,False,Topical framycetin (antibiotic) targets bacterial component of pustular acne while beclomethasone (corticosteroid) reduces inflammatory response—complementary mechanisms addressing infection and inflammation.,gpt-5-mini,v1,2026-02-21T21:28:41+00:00
CHEBI:135611|CHEBI:39561||UMLS:C0011974,"['CHEBI:135611', 'CHEBI:39561']",UMLS:C0011974,1,indications,"['Cetrimonium', 'Benzalkonium']",Diaper Rash,mechanistically_synergistic,0.72,False,Both cetrimonium and benzalkonium are quaternary ammonium topical antiseptics/surfactants with antimicrobial activity; when combined in topical formulations for diaper rash they act on the same antimicrobial pathway to enhance microbial control.,gpt-5-mini,v1,2026-02-21T21:28:44+00:00
CHEBI:32234|CHEBI:36560|DRUGBANK:DB11111|UNII:NQ14646378||MONDO:0004980,"['CHEBI:32234', 'CHEBI:36560', 'DRUGBANK:DB11111', 'UNII:NQ14646378']",MONDO:0004980,1,indications,"['Titanium dioxide', 'Ichthammol', 'Zinc oxide', 'Witch hazel']",atopic eczema,mechanistically_synergistic,0.85,False,"All four are topical agents with complementary actions (anti-inflammatory/astringent/antiseptic and barrier-protective) that target multiple pathogenic aspects of atopic eczema, supporting a synergistic therapeutic effect.",gpt-5-mini,v1,2026-02-21T21:28:41+00:00
CHEBI:48213|CHEBI:48220||MONDO:0002508,"['CHEBI:48213', 'CHEBI:48220']",MONDO:0002508,1,indications,"['Amylmetacresol', 'Dichlorobenzyl alcohol']",gingivitis,mechanistically_synergistic,0.9,False,Both amylmetacresol and dichlorobenzyl alcohol are topical antiseptics used together to reduce oral microbial load; combined antimicrobial actions target the pathogenic bacteria driving gingivitis.,gpt-5-mini,v1,2026-02-21T21:28:40+00:00
CHEBI:31498|CHEBI:33130|UNII:FML8G1U0Y3||MONDO:0001126,"['CHEBI:31498', 'CHEBI:33130', 'UNII:FML8G1U0Y3']",MONDO:0001126,1,indications,"['Magnesium trisilicate', 'Dimethicone', 'algeldrate']",gastric ulcer,mechanistically_synergistic,0.78,False,Magnesium trisilicate and algeldrate are antacids that neutralize gastric acid; dimethicone is an anti-foaming agent that reduces gas and improves symptomatic relief. Together they address gastric ulcer symptoms via complementary mechanisms.,gpt-5-mini,v1,2026-02-21T21:28:46+00:00
CHEBI:31498|CHEBI:3311||MONDO:0001126,"['CHEBI:31498', 'CHEBI:3311']",MONDO:0001126,1,indications,"['Calcium carbonate', 'Dimethicone']",gastric ulcer,side_effect_relief,0.85,False,"Calcium carbonate is an antacid used to neutralize gastric acid for ulcer symptom relief; dimethicone is an anti-foaming agent that reduces gas/foaming and belching often caused by antacid use, i.e., it mitigates side effects rather than independently treating the ulcer.",gpt-5-mini,v1,2026-02-21T21:28:43+00:00
CHEBI:47381|CHEBI:6456||MONDO:0005578,"['CHEBI:47381', 'CHEBI:6456']",MONDO:0005578,1,indications,"['Diclofenac', 'Lidocaine']",arthritis,mechanistically_synergistic,0.9,False,Diclofenac (NSAID) reduces inflammation via COX inhibition; lidocaine provides local analgesia via sodium channel blockade. Together they provide complementary pain/inflammation control for arthritis.,gpt-5-mini,v1,2026-02-21T21:28:43+00:00
CHEBI:16899|CHEBI:26710||HP:0002902,"['CHEBI:16899', 'CHEBI:26710']",HP:0002902,1,indications,"['Sodium chloride', 'Mannitol']",Hyponatremia,other,0.25,True,"Sodium chloride directly corrects hyponatremia; mannitol is an osmotic agent primarily used for intracranial pressure and can alter serum osmolality but its concurrent use with saline for treating hyponatremia is not a clearly established, specific synergistic or side-effect–relief strategy. Clinical intent is ambiguous.",gpt-5-mini,v1,2026-02-21T21:28:48+00:00
CHEBI:16684|CHEBI:4534||MONDO:0001272,"['CHEBI:16684', 'CHEBI:4534']",MONDO:0001272,1,indications,"['Difenoxin', 'Atropine']",functional diarrhea,mechanistically_synergistic,0.9,False,Difenoxin is an opioid antidiarrheal reducing intestinal motility; atropine is an anticholinergic that also decreases GI motility and is co-formulated (and discourages abuse). Together they act on complementary pathways to treat functional diarrhea.,gpt-5-mini,v1,2026-02-21T21:28:43+00:00
CHEBI:64733|CHEBI:81862||MONDO:0005265,"['CHEBI:64733', 'CHEBI:81862']",MONDO:0005265,1,indications,"['Potassium citrate', 'Potassium bicarbonate']",inflammatory bowel disease,common_comorbidity,0.8,False,Both agents are potassium salts (alkalinizing/potassium supplements) used to correct electrolyte/acid–base disturbances common in IBD rather than directly treating intestinal inflammation; combination addresses comorbidity/complication management.,gpt-5-mini,v1,2026-02-21T21:28:42+00:00
CHEBI:135276|CHEBI:30746||HP:0031246,"['CHEBI:135276', 'CHEBI:30746']",HP:0031246,1,indications,"['Benzoic acid', 'Dihydrocodeine']",Dry cough,other,0.35,True,Dihydrocodeine is a known antitussive; benzoic acid is typically a preservative/excipient and not clearly an active antitussive or side-effect mitigator for dry cough. Unclear if combination is therapeutic synergy or formulation artifact.,gpt-5-mini,v1,2026-02-21T21:28:44+00:00
CHEBI:49040|CHEBI:9150||MONDO:0011374,"['CHEBI:49040', 'CHEBI:9150']",MONDO:0011374,1,indications,"['Simvastatin', 'Ezetimibe']","hypercholesterolemia, familial, 4",mechanistically_synergistic,0.95,False,Simvastatin (HMG-CoA reductase inhibitor) reduces hepatic cholesterol synthesis while ezetimibe inhibits intestinal cholesterol absorption (NPC1L1); combined use produces additive/ complementary LDL-C lowering in familial hypercholesterolemia.,gpt-5-mini,v1,2026-02-21T21:28:42+00:00
CHEBI:4470|CHEBI:4636||HP:0031246,"['CHEBI:4470', 'CHEBI:4636']",HP:0031246,1,indications,"['Diphenhydramine', 'Dextromethorphan']",Dry cough,mechanistically_synergistic,0.85,False,Dextromethorphan is a central antitussive and diphenhydramine adds antihistaminic/anticholinergic drying and sedative effects; together they reduce cough via complementary mechanisms.,gpt-5-mini,v1,2026-02-21T21:28:42+00:00
CHEBI:15365|CHEBI:38545||MONDO:0011374,"['CHEBI:15365', 'CHEBI:38545']",MONDO:0011374,1,indications,"['Rosuvastatin', 'Aspirin']","hypercholesterolemia, familial, 4",common_comorbidity,0.88,False,"Rosuvastatin is a lipid-lowering statin treating familial hypercholesterolemia; aspirin is an antiplatelet used to reduce cardiovascular event risk rather than directly lowering cholesterol. Their combination addresses co-occurring cardiovascular risk, not a shared lipid-lowering mechanism.",gpt-5-mini,v1,2026-02-21T21:28:44+00:00
CHEBI:28674|CHEBI:31625||MONDO:0003799,"['CHEBI:28674', 'CHEBI:31625']",MONDO:0003799,1,indications,"['Tetryzoline', 'Fluorometholone']",conjunctivitis,mechanistically_synergistic,0.85,False,Tetryzoline is an ocular vasoconstrictor that reduces redness; fluorometholone is a corticosteroid that reduces inflammation. Together they address complementary mechanisms of conjunctivitis (symptom relief and anti-inflammatory therapy).,gpt-5-mini,v1,2026-02-21T21:28:43+00:00
CHEBI:16714|CHEBI:2668||HP:0031246,"['CHEBI:16714', 'CHEBI:2668']",HP:0031246,1,indications,"['Codeine', 'Amlodipine']",Dry cough,common_comorbidity,0.85,False,Codeine is an antitussive for dry cough; amlodipine is an antihypertensive not known to treat cough—likely co-prescribed for a comorbid condition rather than a joint mechanism treating cough.,gpt-5-mini,v1,2026-02-21T21:28:43+00:00
CHEBI:45924|CHEBI:88258||MONDO:0005230,"['CHEBI:45924', 'CHEBI:88258']",MONDO:0005230,1,indications,"['Sulfametrole', 'Trimethoprim']",cellulitis,mechanistically_synergistic,0.9,False,"Sulfametrole (a sulfonamide) and trimethoprim inhibit successive steps in bacterial folate synthesis, producing a synergistic (potentiated) bactericidal effect used to treat bacterial infections like cellulitis.",gpt-5-mini,v1,2026-02-21T21:28:42+00:00
CHEBI:16914|CHEBI:29385|CHEBI:30746||HP:0000989,"['CHEBI:16914', 'CHEBI:29385', 'CHEBI:30746']",HP:0000989,1,indications,"['Salicylic acid', 'Benzoic acid', 'Octasulfur']",Pruritus,mechanistically_synergistic,0.85,False,"Topical salicylic acid (keratolytic/anti-inflammatory), benzoic acid (antimicrobial/antifungal/preservative), and elemental sulfur (keratolytic/antiparasitic) target complementary skin mechanisms that can reduce pruritus, suggesting synergistic therapeutic effects.",gpt-5-mini,v1,2026-02-21T21:28:45+00:00
CHEBI:15407|CHEBI:46195|CHEBI:52010|CHEBI:5551||HP:0001945,"['CHEBI:15407', 'CHEBI:46195', 'CHEBI:52010', 'CHEBI:5551']",HP:0001945,1,indications,"['Guaifenesin', 'Ephedrine', 'Acetaminophen', 'chlorphenamine']",Fever,mechanistically_synergistic,0.85,False,"Multi-symptom cold/flu combination: acetaminophen is an antipyretic for fever while guaifenesin (expectorant), ephedrine (decongestant), and chlorphenamine (antihistamine) provide complementary symptomatic relief via different mechanisms for the same illness.",gpt-5-mini,v1,2026-02-21T21:28:45+00:00
CHEBI:46195|CHEBI:52010|CHEBI:64733|CHEBI:8093||HP:0001945,"['CHEBI:46195', 'CHEBI:52010', 'CHEBI:64733', 'CHEBI:8093']",HP:0001945,1,indications,"['Phenylephrine', 'Potassium citrate', 'Acetaminophen', 'chlorphenamine']",Fever,other,0.65,True,Acetaminophen is the antipyretic addressing fever; phenylephrine (decongestant) and chlorphenamine (antihistamine) target nasal/allergic symptoms and potassium citrate is unrelated to fever. The combination does not appear to act synergistically on fever and is not clearly for side-effect relief or comorbidity.,gpt-5-mini,v1,2026-02-21T21:28:52+00:00
CHEBI:32114|CHEBI:46195|CHEBI:52140|CHEBI:8093||HP:0001945,"['CHEBI:32114', 'CHEBI:46195', 'CHEBI:52140', 'CHEBI:8093']",HP:0001945,1,indications,"['Clemizole', 'Salicylamide', 'Phenylephrine', 'Acetaminophen']",Fever,mechanistically_synergistic,0.75,False,Acetaminophen and salicylamide are both antipyretics and likely combined to enhance fever reduction; phenylephrine and clemizole address other concurrent cold symptoms in a multi-symptom formulation.,gpt-5-mini,v1,2026-02-21T21:28:50+00:00
CHEBI:15354|CHEBI:27732||HP:0012531,"['CHEBI:15354', 'CHEBI:27732']",HP:0012531,1,indications,"['Choline', 'Caffeine']",Pain,other,0.3,True,"Caffeine has known analgesic adjuvant effects, but choline is not a well-established pain treatment; mechanistic synergy for pain is unclear and evidence for this combination in pain is insufficient.",gpt-5-mini,v1,2026-02-21T21:28:45+00:00
CHEBI:15365|CHEBI:7852||HP:0012531,"['CHEBI:15365', 'CHEBI:7852']",HP:0012531,1,indications,"['Aspirin', 'Oxycodone']",Pain,mechanistically_synergistic,0.92,False,Aspirin (NSAID/COX inhibitor) and oxycodone (opioid receptor agonist) act via distinct complementary mechanisms to provide additive/enhanced analgesia for pain.,gpt-5-mini,v1,2026-02-21T21:28:44+00:00
CHEBI:6784|CHEBI:7627||MONDO:0008487,"['CHEBI:6784', 'CHEBI:7627']",MONDO:0008487,1,indications,"['Mestranol', 'Norethisterone']",Androgen excess,mechanistically_synergistic,0.92,False,"Mestranol (estrogen) plus norethisterone (progestin) function as a combined hormonal therapy to suppress ovarian androgen production and raise SHBG, reducing free androgen effects in androgen excess.",gpt-5-mini,v1,2026-02-21T21:28:46+00:00
CHEBI:28674|CHEBI:84115||HP:0033841,"['CHEBI:28674', 'CHEBI:84115']",HP:0033841,1,indications,"['Tetryzoline', 'Antazoline']",Ocular pruritus,mechanistically_synergistic,0.9,False,Antazoline is an antihistamine that reduces histamine-mediated itching; tetryzoline is an alpha-adrenergic vasoconstrictor that reduces ocular redness/vasodilation. They act on complementary pathways to relieve ocular pruritus.,gpt-5-mini,v1,2026-02-21T21:28:47+00:00
CHEBI:135398|CHEBI:4903||MONDO:0008487,"['CHEBI:135398', 'CHEBI:4903']",MONDO:0008487,1,indications,"['Norelgestromin', 'Ethinylestradiol']",Androgen excess,mechanistically_synergistic,0.9,False,"Ethinylestradiol + norelgestromin (combined hormonal contraceptive) suppress ovarian androgen production and increase SHBG, reducing free androgens and treating androgen excess.",gpt-5-mini,v1,2026-02-21T21:28:45+00:00
CHEBI:27594|CHEBI:31498||NCIT:C78213,"['CHEBI:27594', 'CHEBI:31498']",NCIT:C78213,1,indications,"['Graphite', 'Dimethicone']",Meteorism,mechanistically_synergistic,0.6,True,Dimethicone is an anti-foaming/anti-flatulence agent and graphite (a carbon adsorbent) would act by sequestering gas/irritants—complementary mechanisms to relieve meteorism.,gpt-5-mini,v1,2026-02-21T21:28:51+00:00
CHEBI:17754|CHEBI:26710||MONDO:0006875,"['CHEBI:17754', 'CHEBI:26710']",MONDO:0006875,1,indications,"['Glycerin', 'Sodium chloride']",ocular hypertension,other,0.35,True,Glycerin is an osmotic agent used to acutely lower intraocular pressure; sodium chloride (hypertonic saline) is primarily used topically to reduce corneal edema and is not a standard IOP-lowering agent. The joint mechanism for treating ocular hypertension is unclear/ambiguous.,gpt-5-mini,v1,2026-02-21T21:28:46+00:00
CHEBI:131526|CHEBI:29385||MONDO:0024268,"['CHEBI:131526', 'CHEBI:29385']",MONDO:0024268,1,indications,"['Potassium carbonate', 'Octasulfur']",superficial mycosis,mechanistically_synergistic,0.65,True,Elemental sulfur (octasulfur) is a topical antifungal/keratolytic; potassium carbonate can act as an alkaline keratolytic/pH modifier that may enhance sulfur solubility/penetration and combined antifungal/keratolytic effects for superficial mycoses.,gpt-5-mini,v1,2026-02-21T21:28:48+00:00
CHEBI:15365|CHEBI:32139||HP:0012531,"['CHEBI:15365', 'CHEBI:32139']",HP:0012531,1,indications,"['Aspirin', 'Sodium bicarbonate']",Pain,side_effect_relief,0.9,False,"Aspirin is an analgesic; sodium bicarbonate is an antacid/buffering agent commonly combined with aspirin (e.g., effervescent formulations) to neutralize gastric acid, reduce GI irritation and aid dissolution/absorption, thus primarily mitigating aspirin side effects.",gpt-5-mini,v1,2026-02-21T21:28:47+00:00
